🐯暮雨｜直播,#genre#
浙江卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226342/index.m3u8
海南卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225639/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226445/index.m3u8
湖北卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226501/index.m3u8
山西卫视,http://[2409:8087:1a09:df::401d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226392/1.m3u8?icpid=88888888&from=5&hms_devid=980&online=1720054946&vqe=3#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226392/index.m3u8
东南卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226377/index.m3u8
贵州卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225626/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226383/index.m3u8
辽宁卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225619/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226254/index.m3u8
黑龙江卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226421/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226525/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226531/index.m3u8
内蒙古卫视,http://[2409:8087:1a09:df::401d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/1.m3u8?icpid=88888888&from=5&hms_devid=980&online=1720054946&vqe=3#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226389/index.m3u8
宁夏卫视,http://[2409:8087:1a09:df::401d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/1.m3u8?icpid=88888888&from=5&hms_devid=980&online=1720054946&vqe=3#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226454/index.m3u8
陕西卫视,http://[2409:8087:1a09:df::401d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225625/1.m3u8?icpid=88888888&from=5&hms_devid=980&online=1720054946&vqe=3#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225625/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226457/index.m3u8
甘肃卫视,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226522/index.m3u8
吉林卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226386/index.m3u8
延边卫视,http://[2409:8087:1a09:df::401d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226516/1.m3u8?icpid=88888888&from=5&hms_devid=980&online=1720054946&vqe=3
云南卫视,http://[2409:8087:1a09:df::401d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226444/1.m3u8?icpid=88888888&from=5&hms_devid=980&online=1720054946&vqe=3#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226444/index.m3u8
青海卫视,http://[2409:8087:1a0b:df::4002]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8#http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=1da074361609506578#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226323/index.m3u8
新疆卫视,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226460/index.m3u8
西藏卫视,http://[2409:8087:1a09:df::401d]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225638/1.m3u8?icpid=88888888&from=5&hms_devid=980&online=1720054946&vqe=3#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225638/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226433/index.m3u8
兵团卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226439/index.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226214/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226439/index.m3u8
延边卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226516/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226516/index.m3u8
安多卫视,http://[2409:8087:1a0b:df::4007]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225659/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225659/index.m3u8
康巴卫视,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225660/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225660/index.m3u8
2409:8087:3428:20:500::1009]:6610/PLTV/88888888/224/3221227210/index.m3u8?servicetype=1&IASHttpS
体育赛事,http://[2409:8087:4400:20:1:a0f:11:9]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226567/index.m3u8
生活时尚,http://[2409:8087:4400:20:1:a0f:11:9]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226570/index.m3u8
中华特产,http://[2409:8087:4400:20:1:a0f:11:9]/iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221226585/index.m3u8
梨园频道,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225581/2/index.m3u8
金鹰纪实,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225595/2/index.m3u8
纪实人文,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225609/2/index.m3u8
超级综艺,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225620/2/index.m3u8
超级体育,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225622/2/index.m3u8
超级电影,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225623/2/index.m3u8
超级电视剧,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225625/2/index.m3u8
武博世界,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225656/2/index.m3u8
中国功夫,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225660/2/index.m3u8
军旅剧场,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225669/2/index.m3u8
黑莓动画,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225672/2/index.m3u8
古装剧场,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225678/2/index.m3u8
炫舞未来,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225707/2/index.m3u8
潮妈辣婆,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225708/2/index.m3u8
精品体育,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225709/2/index.m3u8
精品记录,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225710/2/index.m3u8
金牌综艺,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225711/2/index.m3u8
家庭剧场,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225713/2/index.m3u8
精品大剧,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225714/2/index.m3u8
动画,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225716/2/index.m3u8
黑莓电影,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225718/2/index.m3u8
金鹰卡通,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225721/2/index.m3u8
金鹰卡通,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225730/2/index.m3u8
军事评论,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225757/2/index.m3u8
🐯暮雨｜I TV,#genre#
CCTV-01_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265001
CCTV-02_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000001000023315
CCTV-03_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265003
CCTV-04_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265004
CCTV-05_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265005
CCTV-5+_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265016
CCTV-06_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265006
CCTV-07_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265007
CCTV-08_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265008
CCTV-09_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265009
CCTV-10_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265010
CCTV-11_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265011
CCTV-12_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265012
CCTV-13_ITV,http://www.72444165.xyz:5005/itv/bestzb/5000000011000031108
CCTV-14_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265013
CCTV-15_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265014
CCTV-16_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000006000233002
CCTV-17_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265015
北京卫视_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265027
东方卫视_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265018
江苏卫视_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265030
浙江卫视_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265031
湖南卫视_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265024
广东卫视_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265034
深圳卫视_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265028
天津卫视_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265026
安徽卫视_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265025
东南卫视_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265033
河北卫视_ITV,http://www.72444165.xyz:5005/itv/bestzb/5000000006000040016
河南卫视_ITV,http://www.72444165.xyz:5005/itv/bestzb/5000000011000031119
湖北卫视_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265023
广西卫视_ITV,http://www.72444165.xyz:5005/itv/bestzb/5000000011000031118
四川卫视_ITV,http://www.72444165.xyz:5005/itv/bestzb/5000000004000006119
重庆卫视_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265017
贵州卫视_ITV,http://www.72444165.xyz:5005/itv/bestzb/5000000004000025843
海南卫视_ITV,http://www.72444165.xyz:5005/itv/bestzb/5000000004000006211
山东卫视_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265019
江西卫视_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265032
辽宁卫视_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265022
青海卫视_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000002000013359
云南卫视_ITV,http://www.72444165.xyz:5005/itv/bestzb/5000000011000031120
甘肃卫视_ITV,http://www.72444165.xyz:5005/itv/bestzb/5000000011000031121
吉林卫视_ITV,http://www.72444165.xyz:5005/itv/bestzb/5000000011000031117
黑龙江视_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265029
华数__4K_ITV,http://www.72444165.xyz:5005/itv/wasusyt/6000000003000004748
纯享__4K_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000004000011651
黑莓电影_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000004000019624
黑莓动画_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000004000021734
哒啵电竞_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000006000032327
哒啵赛事_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000001000003775
精品综合_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000004000019008
精品大剧_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000004000013968
精品纪录_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000004000013730
精品体育_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000004000014634
精品萌宠_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000006000032328
爱情喜剧_ITV,http://www.72444165.xyz:5005/itv/hnbblive/2000000003000000010
超级电视_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000006000268003
超级电影_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000003000012426
超级体育_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000001000009601
超级综艺_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000006000268002
潮妈辣婆_ITV,http://www.72444165.xyz:5005/itv/hnbblive/2000000003000000018
东北热剧_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000266013
动作电影_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000004000018653
古装剧场_ITV,http://www.72444165.xyz:5005/itv/hnbblive/2000000003000000024
欢乐剧场_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000266012
家庭剧场_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000004000008284
金牌综艺_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000004000026167
惊悚悬疑_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000004000024282
军旅剧场_ITV,http://www.72444165.xyz:5005/itv/hnbblive/2000000003000000014
军事评论_ITV,http://www.72444165.xyz:5005/itv/hnbblive/2000000003000000022
魅力潇湘_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000001000006197
明星大片_ITV,http://www.72444165.xyz:5005/itv/hnbblive/2000000003000000016
农业致富_ITV,http://www.72444165.xyz:5005/itv/hnbblive/2000000003000000003
武博世界_ITV,http://www.72444165.xyz:5005/itv/hnbblive/2000000003000000007
炫舞未来_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000001000000515
怡伴健康_ITV,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000266011
中国功夫_ITV,http://www.72444165.xyz:5005/itv/hnbblive/2000000003000000009
iH爱体育_ITV,http://www.72444165.xyz:5005/itv/wasusyt/6000000006000290630
劲爆体育_ITV,http://www.72444165.xyz:5005/itv/bestzb/5000000002000029972
魅力足球_ITV,http://www.72444165.xyz:5005/itv/bestzb/5000000011000031207
中华美食,http://[2409:8087:3869:8021:1001::e5]:6610/PLTV/88888888/224/3221225924/2/index.m3u8

🐯暮雨｜首都,#genre#
北京卫视,http://beijing_unicom_udpxy_123_113_237_8888_1.isus.cc:8888/rtp/239.3.1.241:8000
北京新闻,http://beijing_unicom_udpxy_123_113_237_8888_1.isus.cc:8888/rtp/239.3.1.159:8000
北京影视,http://beijing_unicom_udpxy_123_113_237_8888_1.isus.cc:8888/rtp/239.3.1.158:8000
北京文艺,http://beijing_unicom_udpxy_123_113_237_8888_1.isus.cc:8888/rtp/239.3.1.242:8000
北京财经,http://beijing_unicom_udpxy_123_113_237_8888_1.isus.cc:8888/rtp/239.3.1.116:8000
北京生活,http://beijing_unicom_udpxy_123_113_237_8888_1.isus.cc:8888/rtp/239.3.1.117:8000
北京青年,http://beijing_unicom_udpxy_123_113_237_8888_1.isus.cc:8888/rtp/239.3.1.117:8000
北京科教,http://beijing_unicom_udpxy_123_113_237_8888_1.isus.cc:8888/rtp/239.3.1.115:8000
北京卡酷,http://beijing_unicom_udpxy_123_113_237_8888_1.isus.cc:8888/rtp/239.3.1.189:8000
北京冬奥,http://beijing_unicom_udpxy_123_113_237_8888_1.isus.cc:8888/rtp/239.3.1.189:8000
北京国际,http://beijing_unicom_udpxy_123_113_237_8888_1.isus.cc:8888/rtp/239.3.1.235:8000
淘剧场,http://beijing_unicom_udpxy_123_113_237_8888_1.isus.cc:8888/rtp/239.3.1.95:8001
淘娱乐,http://beijing_unicom_udpxy_123_113_237_8888_1.isus.cc:8888/rtp/239.3.1.100:8001
淘baby,http://beijing_unicom_udpxy_123_113_237_8888_1.isus.cc:8888/rtp/239.3.1.238:8001
淘萌宠,http://beijing_unicom_udpxy_123_113_237_8888_1.isus.cc:8888/rtp/239.3.1.102:8001
中国交通,http://beijing_unicom_udpxy_123_113_237_8888_1.isus.cc:8888/rtp/239.3.1.188:8001
朝阳融媒,http://beijing_unicom_udpxy_123_113_237_8888_1.isus.cc:8888/rtp/239.3.1.163:8001
通州融媒,http://beijing_unicom_udpxy_123_113_237_8888_1.isus.cc:8888/rtp/239.3.1.221:8001
密云总台,http://beijing_unicom_udpxy_123_113_237_8888_1.isus.cc:8888/rtp/239.3.1.154:8001
延庆总台,http://beijing_unicom_udpxy_123_113_237_8888_1.isus.cc:8888/rtp/239.3.1.187:8001
房山总台,http://beijing_unicom_udpxy_123_113_237_8888_1.isus.cc:8888/rtp/239.3.1.96:8001
体育赛事,http://beijing_unicom_udpxy_123_113_237_8888_1.isus.cc:8888/rtp/239.3.1.157:8176
🐯暮雨｜新闻,#genre#
中天新聞台,https://litv.zapi.us.kg/?id=4gtv-4gtv009
tvbs新聞台,https://litv.zapi.us.kg/?id=4gtv-4gtv072
非凡新聞台,https://litv.zapi.us.kg/?id=4gtv-4gtv010
閩鏡新聞台,https://litv.zapi.us.kg/?id=4gtv-4gtv075
華視新聞台,https://litv.zapi.us.kg/?id=4gtv-4gtv052
中視新聞台,https://litv.zapi.us.kg/?id=4gtv-4gtv074
環宇閩南台,https://litv.zapi.us.kg/?id=litv-longturn15
中視閩南台,https://litv.zapi.us.kg/?id=4gtv-4gtv040
凤凰资讯频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1666
凤凰中文频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1213
中天新闻频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1675
东森新闻频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1014
tvbs新闻频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1052
寰宇新闻频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1222
三立新闻频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1016
年代新闻频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1192
非凡新闻频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1013
闽鏡新闻频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1031
闽壹新闻频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1676
民视新闻频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1204
Nhk新闻频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1027
中视闽南频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1048
华视闽南频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1049
台视闽南频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1047
公视闽南频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1201
tvbs闽南频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1668
tvbs欢乐频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1018
三立闽南频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1021
三立都会频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1020
中天综合频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1022
中天娱乐频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1023
东森财经频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1017
东森综合频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1041
东森戏剧频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1042
东森超视频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1180
东森幼幼频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1008
龙华戏剧频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1671
龙华日韩剧台,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1672
龙华偶像剧台,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1673
龙华卡通频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1670
龙华电影频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1677
纬来电影频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1183
纬来综合频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1044
纬来戏剧频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1186
纬来日本频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1026
纬来育乐频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1045
非凡商业频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1012
韩国娱乐频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1024
八大第一频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1043
八大戏剧频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1057
八大综合频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1019
年代电影频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1189
好莱坞电影台,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1025
Hbo电影频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1029
AxN电影频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1054
cinemax电影,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1030
amc电影频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1032
Taiwan_频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1674
momo综合台,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1225
momo亲子台,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1007
CCTV4频道台,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1034
海峡卫视频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1035
厦门卫视频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1033
东风卫视频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1195
浙江卫视频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1036
东方卫视频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1037
湖南卫视频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1038
人间卫视频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1198
大爱电视频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1216
好消息闽频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1669
纬来体育频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1011
博斯运动频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1678
TRAce体育台,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1003
DAZN体育壹,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1069
DAZN体育贰,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1072
DiscoveRY台,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1002
bloomberg台,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1066
宠物综合频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1040
亚洲旅游频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1219
旅游生活频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1005
动物星球频道,https://free.weidu.filegear-sg.me/45b84ac6.php?id=live1004
🐯粤港｜澳闽,#genre#
广东珠江频道,http://www.zzlag.top:9003/hls/31/index.m3u8
广东新闻频道,http://www.zzlag.top:9003/hls/36/index.m3u8
广东民生频道,http://www.zzlag.top:9003/hls/34/index.m3u8
广东体育频道,http://www.zzlag.top:9003/hls/30/index.m3u8
广东体育频道,http://php.jdshipin.com:8880/TVOD/iptv.php?id=gdty
广东影视频道,http://www.zzlag.top:9003/hls/33/index.m3u8
广东珠江频道,http://27.46.95.202:808/hls/20/index.m3u8
广东新闻频道,http://27.46.95.202:808/hls/21/index.m3u8
广东民生频道,http://27.46.95.202:808/hls/22/index.m3u8
广东体育频道,http://27.46.95.202:808/hls/28/index.m3u8
广东影视频道,http://27.46.95.202:808/hls/26/index.m3u8
广东珠江频道,http://219.137.202.105:9999/tsfile/live/1000_1.m3u8
广东新闻频道,http://219.137.202.105:9999/tsfile/live/1001_1.m3u8
广东民生频道,http://219.137.202.105:9999/tsfile/live/1002_1.m3u8
广东体育频道,http://219.137.202.105:9999/tsfile/live/1003_1.m3u8
广州竞赛频道,https://tencentplay.gztv.com/live/jingsai.m3u8?txSecret=9be68e7c35579d02d11f6968531343ea&txTime=1903ea2dd6a
广州新闻频道,https://tencentplay.gztv.com/live/xinwen.m3u8?txSecret=4c09e8c2d093bcb692e036ae54ff87c7&txTime=1903e37cd8a
凤凰卫视频道,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰资讯频道,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰香港频备,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk
香港卫视频道,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
